emp_no,first_name,last_name,birth_date,from_date,to_date,titles
275245,Dzung,Stasinski,1956-09-02,2000-12-26,1999-01-01,Engineer
275253,Elvia,Flexer,1963-01-29,2000-04-11,1999-01-01,Staff
275309,Jessie,Muchinsky,1953-03-25,2000-08-14,1999-01-01,Engineer
275380,Frederique,Holburn,1959-01-30,2000-01-30,1999-01-01,Engineer
275386,Parke,Lortz,1953-05-27,2000-01-04,1999-01-01,Staff
275412,Elvia,Billawala,1954-07-01,2000-01-08,2001-10-07,Staff
275451,Mana,Alvarado,1961-01-03,2000-03-11,1999-01-01,Senior Engineer
275501,Khun,Poupard,1952-08-25,2000-10-17,1999-01-01,Engineer
275536,Jacopo,Murtagh,1963-10-12,2000-07-12,1999-01-01,Staff
275594,Kshitij,Pfau,1958-11-17,2000-01-28,2001-03-17,Technique Leader
275626,Stevo,Kilgore,1955-12-20,2000-01-30,1999-01-01,Senior Engineer
275682,Aria,Yamaashi,1962-06-30,2000-04-04,1999-01-01,Engineer
275702,Hailing,Raczkowsky,1953-04-06,2000-02-24,2002-05-01,Senior Staff
275836,Rosine,Birsak,1963-06-23,2000-12-20,1999-01-01,Senior Engineer
275849,Leaf,Gunderson,1956-04-17,2000-01-10,1999-01-01,Staff
275901,Sariel,Zambonelli,1957-05-23,2000-01-09,1999-01-01,Engineer
275959,Fen,Chandrasekhar,1961-12-04,2000-08-06,1999-01-01,Senior Staff
276035,Magy,Siksek,1958-12-14,2000-05-30,1999-01-01,Staff
276352,Navin,Luiz,1957-06-19,2000-07-28,1999-01-01,Senior Staff
276366,Shem,Plesums,1961-03-03,2000-02-01,1999-01-01,Senior Engineer
276372,Chandrasekaran,Reghbati,1963-04-08,2000-05-18,1999-01-01,Senior Staff
276491,Serge,Vernadat,1959-07-28,2000-10-06,1999-01-01,Engineer
276528,Shushma,Setia,1954-05-23,2000-01-16,2002-02-11,Staff
276537,Roselyn,Riesenhuber,1959-08-03,2000-01-18,2001-06-15,Engineer
276700,Kousuke,Kaiser,1953-09-08,2000-01-11,1999-01-01,Engineer
276873,Yurij,Haldar,1953-02-24,2000-01-14,1999-01-01,Engineer
276955,Hyuckchul,Randi,1963-02-11,2000-01-06,2001-08-05,Engineer
276978,Jenwei,Ginneken,1955-09-21,2000-09-13,1999-01-01,Assistant Engineer
277065,Izaskun,Garnier,1953-06-14,2000-04-28,2001-06-24,Engineer
277067,Kwangho,Pargas,1964-09-19,2000-01-11,1999-01-01,Staff
277187,Arlette,Shinomoto,1953-01-04,2000-07-01,1999-01-01,Staff
277216,Xuejia,Bresenham,1953-09-30,2000-01-24,2002-04-28,Engineer
277225,Junsik,Isaak,1958-08-17,2000-01-26,1999-01-01,Staff
277262,KayLiang,Smeets,1961-02-09,2000-07-06,1999-01-01,Engineer
277282,Alois,Engelmann,1960-07-13,2000-05-14,1999-01-01,Engineer
277338,Dmitry,Thummel,1957-11-18,2000-02-27,1999-01-01,Staff
277455,Luigi,Kermarrec,1952-06-11,2000-01-17,1999-01-01,Engineer
277477,Kenroku,Hettesheimer,1958-05-13,2000-01-31,1999-01-01,Staff
277494,Kinh,Coullard,1955-11-05,2000-07-23,1999-01-01,Staff
277502,Selwyn,Rossi,1955-10-27,2000-01-28,1999-01-01,Staff
277697,Goetz,Marakhovsky,1964-03-03,2000-08-23,1999-01-01,Engineer
277763,Gonzalo,Cappelletti,1964-05-27,2000-12-04,1999-01-01,Engineer
277803,Shunichi,Rijsenbrij,1957-02-21,2000-11-06,1999-01-01,Senior Staff
277814,Aleksandar,Krohn,1956-09-10,2000-07-09,2000-09-19,Assistant Engineer
277938,Bodo,Nivat,1960-03-28,2000-09-14,1999-01-01,Staff
277998,Arunachalam,Anger,1957-02-13,2000-09-07,1999-01-01,Engineer
278084,Jayesh,Rohrbach,1956-10-13,2000-01-06,1999-01-01,Senior Staff
278125,Genevieve,Quadeer,1963-01-17,2000-01-03,2001-04-14,Assistant Engineer
278163,Fabrizio,Pagter,1952-10-20,2000-12-18,1999-01-01,Staff
278201,Olivera,Schapiro,1962-05-02,2000-12-24,1999-01-01,Senior Engineer
278212,Vidya,Nyrup,1962-12-19,2000-09-17,1999-01-01,Engineer
278242,Lillian,Mandell,1952-11-18,2000-09-09,1999-01-01,Engineer
278273,Feixiong,Usdin,1962-03-13,2000-08-29,1999-01-01,Assistant Engineer
278296,Munehiko,Milicia,1963-09-19,2000-02-01,1999-01-01,Engineer
278317,Hein,Millington,1954-12-29,2000-04-23,1999-01-01,Senior Engineer
278342,Jeong,Muniz,1957-02-22,2000-01-18,2001-04-02,Engineer
278363,Feixiong,Leonhardt,1961-12-27,2000-01-18,1999-01-01,Engineer
278435,Khoa,Garnier,1956-01-17,2000-02-03,2001-03-15,Staff
278471,Giri,Roison,1963-02-13,2000-07-16,1999-01-01,Staff
278512,Sukumar,Lund,1962-07-09,2000-03-18,1999-01-01,Staff
278557,Toshimori,Levasseur,1962-04-03,2000-10-08,1999-01-01,Senior Staff
278610,Akeno,Benzmuller,1955-05-12,2000-01-23,1999-01-01,Senior Staff
278750,Shir,Trachtenberg,1953-04-20,2000-01-04,1999-01-01,Staff
278897,Gererd,Gecsei,1953-03-28,2000-03-23,1999-01-01,Engineer
278941,Yakkov,Karcich,1964-07-05,2000-01-04,1999-01-01,Staff
278963,Leen,Schwabacher,1958-12-09,2000-07-24,2001-01-06,Engineer
279136,Yongqiao,Tasistro,1952-07-31,2000-01-01,1999-01-01,Staff
279151,Mohd,Facello,1963-04-30,2000-03-28,1999-01-01,Engineer
279180,Malu,Perfilyeva,1955-06-10,2000-01-27,2002-06-19,Staff
279199,Tua,Syrzycki,1959-07-13,2000-01-18,1999-01-01,Staff
279229,Oldrich,Karnin,1955-08-21,2000-09-21,1999-01-01,Staff
279435,Mayumi,Wilharm,1955-06-04,2000-01-19,1999-01-01,Assistant Engineer
279455,Randy,Encarnacion,1955-10-04,2000-01-11,2000-11-03,Senior Engineer
279596,Jaber,Ventosa,1958-05-22,2000-09-02,1999-01-01,Senior Engineer
279768,Arto,Middleton,1960-08-09,2000-01-16,1999-01-01,Engineer
279795,Ottavia,Krzyzanowski,1953-02-10,2000-05-12,1999-01-01,Senior Engineer
279909,Naftaly,Rissland,1958-12-31,2000-07-27,1999-01-01,Engineer
279966,Gopalakrishnan,Valiente,1955-05-13,2000-01-12,1999-01-01,Staff
279985,Bikash,Facello,1957-09-12,2000-09-21,1999-01-01,Assistant Engineer
280012,Hironobu,Conry,1958-10-20,2000-10-24,1999-01-01,Staff
280180,Wilmer,Delgrande,1961-03-17,2000-05-01,1999-01-01,Senior Staff
280266,Chandrasekaran,Ambroszkiewicz,1961-09-21,2000-08-12,1999-01-01,Senior Staff
280329,Hirochika,Farrar,1961-04-01,2000-06-08,1999-01-01,Senior Engineer
280338,Stamatina,Cullers,1959-08-23,2000-12-30,1999-01-01,Senior Engineer
280423,Heather,Dahlbom,1957-12-17,2000-06-26,1999-01-01,Senior Engineer
280442,Kinh,Danecki,1953-01-01,2000-06-16,1999-01-01,Staff
280527,Shigehito,Puppe,1958-09-07,2000-02-18,1999-01-01,Senior Engineer
280692,Divier,Bernini,1960-04-15,2000-02-09,1999-01-01,Engineer
280784,Giao,Bauknecht,1952-12-17,2000-12-15,1999-01-01,Staff
280802,Jingling,Keohane,1963-03-22,2000-01-09,1999-01-01,Senior Staff
281112,Hironoby,Baezner,1963-06-08,2000-07-14,1999-01-01,Staff
281290,Deborah,Barbanera,1960-05-13,2000-02-16,2002-03-19,Senior Engineer
281316,Theirry,Harllee,1959-04-27,2000-07-16,1999-01-01,Staff
281326,Guoxiang,Bahk,1952-03-01,2000-08-16,1999-01-01,Senior Engineer
281340,Fumitaka,Sadowski,1958-08-31,2000-01-15,1999-01-01,Staff
281355,Sachin,Matzel,1954-09-23,2000-10-15,1999-01-01,Staff
281366,Anyuan,Luiz,1954-12-02,2000-02-22,1999-01-01,Staff
281413,Kersti,Monarch,1952-12-14,2000-05-26,1999-01-01,Senior Staff
281444,Theron,Stassinopoulos,1959-07-11,2000-11-11,1999-01-01,Staff
281482,Tzvetan,Gulik,1953-03-27,2000-01-31,1999-01-01,Staff
281556,Kayoko,Waschkowski,1952-02-06,2000-06-19,1999-01-01,Engineer
281568,Cathie,Oskamp,1958-10-26,2000-01-09,2002-02-06,Staff
281612,Carrsten,Setia,1952-12-30,2000-11-06,1999-01-01,Engineer
281659,Abdelwaheb,Smeets,1962-02-10,2000-11-03,1999-01-01,Staff
281669,Kamakshi,Soicher,1953-04-21,2000-01-11,1999-01-01,Senior Staff
281739,Lansing,Jakobus,1960-01-31,2000-01-25,1999-01-01,Engineer
281767,Barry,Highland,1959-07-11,2000-01-30,1999-01-01,Staff
281774,Shigenori,Eterovic,1960-09-03,2000-03-02,1999-01-01,Senior Engineer
281805,Masaki,Hebden,1958-05-01,2000-11-15,1999-01-01,Senior Engineer
281901,Toshimi,Siksek,1956-11-16,2000-01-27,2001-01-27,Staff
281940,Saddek,Burnard,1961-12-02,2000-03-07,1999-01-01,Senior Engineer
281958,Weijing,Carrera,1962-11-03,2000-12-04,1999-01-01,Senior Staff
282078,Kristian,Mondadori,1954-06-07,2000-11-26,1999-01-01,Staff
282117,Munenori,Chorvat,1955-06-07,2000-04-23,1999-01-01,Staff
282176,Emdad,Stenning,1962-11-14,2000-02-01,1999-01-01,Technique Leader
282186,Abdelkader,Eiter,1956-08-12,2000-11-24,2002-06-28,Staff
282260,Angus,Papastamatiou,1953-03-22,2000-10-01,1999-01-01,Engineer
282270,Val,Giarratana,1952-05-17,2000-06-20,1999-01-01,Senior Engineer
282341,Dung,Przulj,1963-03-21,2000-01-03,2001-04-30,Engineer
282418,DAIDA,Esteva,1961-07-21,2000-02-18,1999-01-01,Staff
282466,Akhilish,Unno,1956-02-17,2000-03-18,1999-01-01,Engineer
282510,Yahiko,Suri,1959-04-10,2000-03-03,1999-01-01,Senior Engineer
282598,Adly,Gonthier,1953-05-19,2000-02-20,1999-01-01,Senior Engineer
282749,Jinya,Heuser,1959-08-11,2000-12-06,1999-01-01,Engineer
282786,Gererd,Peyn,1954-04-26,2000-08-04,1999-01-01,Senior Staff
282851,Diederik,Stentiford,1958-11-16,2000-07-29,1999-01-01,Staff
282947,Kannan,Maginnis,1958-09-21,2000-03-28,1999-01-01,Engineer
282955,Shunichi,Jarecki,1956-04-30,2000-07-20,1999-01-01,Assistant Engineer
282997,Masato,Chenney,1958-06-09,2000-12-11,1999-01-01,Senior Staff
283023,Marc,Denis,1958-03-26,2000-11-25,1999-01-01,Technique Leader
283043,Aria,Ozeki,1954-03-07,2000-11-14,1999-01-01,Staff
283072,Sverrir,Hertweck,1954-04-14,2000-11-14,1999-01-01,Senior Engineer
283225,Ult,Duclos,1955-09-03,2000-01-21,1999-01-01,Staff
283268,Bojan,Speel,1959-08-27,2000-01-26,1999-01-01,Engineer
283276,Rildo,Onuegbe,1961-11-30,2000-02-20,1999-01-01,Engineer
283305,Sven,Velasco,1960-10-15,2000-03-27,2000-04-03,Engineer
283371,Snehasis,Leslie,1958-02-18,2000-01-07,2000-09-02,Senior Engineer
283402,Gaetan,Samarati,1963-08-28,2000-05-16,1999-01-01,Engineer
283429,Odoardo,Narlikar,1954-11-27,2000-06-21,1999-01-01,Engineer
283462,Shiv,Menyhert,1956-07-09,2000-01-14,1999-01-01,Staff
283467,Zhonghua,Flowers,1960-04-19,2000-08-26,1999-01-01,Senior Staff
283566,Candido,Trogemann,1961-05-31,2000-01-17,1999-01-01,Engineer
283609,Guadalupe,Szilard,1954-05-25,2000-01-19,1999-01-01,Staff
283665,Kristina,Ghazalie,1954-05-11,2000-04-09,1999-01-01,Senior Engineer
283735,Yinlin,Porotnikoff,1964-02-21,2000-02-08,1999-01-01,Engineer
283742,Vidya,Conti,1956-10-20,2000-01-07,1999-01-01,Assistant Engineer
283746,Harngdar,Stemann,1958-07-11,2000-05-26,2000-07-01,Engineer
283768,Mayuri,Boreale,1952-11-04,2000-02-18,1999-01-01,Staff
283878,Yechiam,Halloran,1964-09-16,2000-03-14,1999-01-01,Senior Engineer
283889,Tomokazu,Erev,1960-06-10,2000-01-11,2001-08-14,Staff
283906,Alejandra,Vandervoorde,1953-07-17,2000-11-03,2001-01-31,Senior Engineer
283913,Lijia,Bugrara,1960-03-12,2000-01-23,1999-01-01,Senior Staff
283945,Spyrose,Streng,1963-09-19,2000-01-09,2000-02-16,Senior Engineer
284003,Maren,Schieder,1962-10-06,2000-04-25,1999-01-01,Senior Engineer
284036,Gaetan,Rajcani,1962-01-25,2000-01-05,1999-01-01,Staff
284060,Sadun,Neimat,1956-08-24,2000-01-20,1999-01-01,Engineer
284103,Sajjad,Androutsos,1957-05-12,2000-04-06,1999-01-01,Staff
284145,Herb,Cronan,1954-01-30,2000-12-20,1999-01-01,Senior Staff
284183,Martins,Talmor,1964-07-29,2000-11-16,1999-01-01,Senior Engineer
284213,Hein,Delgrange,1959-11-26,2000-01-10,1999-01-01,Engineer
284267,Xiaocheng,Ratnaker,1956-08-18,2000-12-08,1999-01-01,Engineer
284397,Yuqun,Cunliffe,1953-05-13,2000-10-28,1999-01-01,Engineer
284587,Basil,Siegrist,1952-06-18,2000-02-13,1999-01-01,Engineer
284608,Kazuhira,Standera,1963-07-17,2000-12-08,1999-01-01,Senior Engineer
284613,Ugo,Hatcliff,1957-12-04,2000-01-02,1999-01-01,Staff
284619,Shigenori,Murrill,1959-04-29,2000-07-22,1999-01-01,Staff
284664,Dipankar,Cesareni,1958-01-13,2000-07-06,2002-05-06,Senior Engineer
284699,Tommaso,Biros,1953-04-30,2000-01-08,2001-10-02,Engineer
284766,Kwangho,Cairo,1964-06-06,2000-02-04,1999-01-01,Senior Staff
284852,Jouko,Sullins,1957-07-16,2000-01-10,1999-01-01,Engineer
284868,Gully,Merli,1956-12-09,2000-04-26,1999-01-01,Senior Engineer
284901,Conrado,Poujol,1958-01-10,2000-08-01,1999-01-01,Staff
284973,Krassimir,Ramsak,1954-09-10,2000-01-02,1999-01-01,Staff
284989,Jessie,Basagni,1963-01-15,2000-01-06,1999-01-01,Engineer
285100,Gaurav,Gladwell,1957-01-18,2000-01-06,1999-01-01,Staff
285190,Adhemar,Limongiello,1957-07-23,2000-01-22,1999-01-01,Staff
285231,Tommaso,Jayawardene,1961-12-16,2000-01-24,1999-01-01,Staff
285232,Chaitali,Griswold,1953-12-28,2000-01-02,1999-01-01,Engineer
285311,Herbert,Sullins,1954-04-23,2000-01-06,2001-07-18,Assistant Engineer
285321,Bokyung,Hennebert,1960-06-30,2000-05-13,1999-01-01,Senior Staff
285329,Menkae,Cooley,1956-11-05,2000-01-14,2001-05-05,Engineer
285369,Beshir,Iisaka,1953-01-06,2000-05-24,1999-01-01,Assistant Engineer
285403,Arvin,Narahara,1952-03-08,2000-11-20,1999-01-01,Staff
285412,Lucian,Farris,1953-08-02,2000-11-12,1999-01-01,Assistant Engineer
285448,Nathalie,Crabtree,1956-10-10,2000-01-06,2000-08-17,Staff
285630,Mariusz,Vernadat,1952-03-10,2000-11-04,1999-01-01,Senior Staff
285643,Dulce,Rusterholz,1953-08-22,2000-01-07,1999-01-01,Assistant Engineer
285649,Gian,Ranai,1955-03-05,2000-01-06,2002-01-27,Engineer
285682,Edwin,Furedi,1956-07-07,2000-05-20,1999-01-01,Senior Engineer
285687,Neelam,Tasistro,1955-06-29,2000-01-15,2000-12-31,Assistant Engineer
285715,Sadun,Babu,1958-09-02,2000-01-25,2001-04-28,Staff
285806,Xuejun,Bugaenko,1956-12-01,2000-02-07,2000-02-28,Senior Staff
285853,Saddek,Kolinko,1960-02-09,2000-03-04,1999-01-01,Staff
285908,Marlo,McClure,1959-03-29,2000-01-04,1999-01-01,Technique Leader
285916,Ronnie,Pintelas,1958-04-16,2000-01-30,1999-01-01,Staff
285936,Valeri,Borovoy,1963-08-28,2000-08-21,1999-01-01,Engineer
285992,Shawna,Baaleh,1952-05-19,2000-01-22,2000-02-04,Engineer
286042,Gaetan,Takanami,1959-06-22,2000-01-19,1999-01-01,Engineer
286063,Wanqing,Khamsi,1959-10-25,2000-12-21,1999-01-01,Engineer
286242,Iara,Hainaut,1955-08-05,2000-09-09,1999-01-01,Engineer
286417,Weiwu,Hooghiemstra,1961-06-13,2000-08-29,1999-01-01,Staff
286442,Aamer,Georg,1964-08-04,2000-01-07,1999-01-01,Technique Leader
286466,Alejandro,Giveon,1953-04-05,2000-01-05,1999-01-01,Engineer
286565,Atreyi,Luce,1962-03-11,2000-01-01,1999-01-01,Senior Staff
286606,Shimshon,Ranum,1964-02-05,2000-01-04,2000-07-25,Staff
286668,Menkae,Lambe,1961-08-04,2000-09-01,1999-01-01,Senior Engineer
286689,Ebru,Bellmore,1964-04-18,2000-02-03,1999-01-01,Engineer
286737,Nalini,Hmelo,1960-03-03,2000-03-28,1999-01-01,Staff
286773,Shir,Docker,1954-04-08,2000-12-14,1999-01-01,Staff
286781,Vesna,Roccetti,1952-10-02,2000-10-25,1999-01-01,Staff
286809,Falguni,Maksimenko,1954-05-04,2000-01-01,1999-01-01,Engineer
286891,Salvador,Baek,1962-01-05,2000-03-16,1999-01-01,Engineer
286928,Fumitaka,Kampfer,1960-08-29,2000-01-07,2001-01-04,Engineer
286985,Udi,Pusterhofer,1962-08-31,2000-12-23,1999-01-01,Staff
287095,Hilari,Asrin,1962-11-04,2000-02-10,2000-10-18,Staff
287145,Shigehito,Ruemmler,1957-09-10,2000-08-30,2001-11-22,Engineer
287194,Narain,Bashian,1964-01-16,2000-07-08,1999-01-01,Senior Engineer
287243,Suvo,Lorys,1952-12-28,2000-06-27,1999-01-01,Senior Staff
287290,Jacqueline,Hettesheimer,1958-04-27,2000-04-07,1999-01-01,Senior Engineer
287402,Takanari,Seiwald,1953-05-01,2000-08-19,1999-01-01,Senior Staff
287418,Paraskevi,Shrader,1958-11-20,2000-07-08,1999-01-01,Engineer
287468,Hatsukazu,Muchinsky,1958-03-02,2000-03-31,1999-01-01,Engineer
287608,Eberhardt,Picco,1954-05-11,2000-01-17,1999-01-01,Assistant Engineer
287636,Yucel,Etalle,1957-06-29,2000-01-04,1999-01-01,Staff
287729,Giri,McClure,1959-05-01,2000-01-15,1999-01-01,Engineer
287848,Chaosheng,Stroustrup,1955-05-14,2000-04-30,1999-01-01,Senior Engineer
287885,Jaroslava,Vernadat,1959-01-11,2000-01-14,1999-01-01,Staff
287990,Yongdong,Tokunaga,1955-05-11,2000-11-19,1999-01-01,Senior Engineer
288062,Samphel,Miake,1956-04-01,2000-10-16,1999-01-01,Staff
288111,Miomir,Griswold,1964-06-02,2000-01-17,1999-01-01,Senior Engineer
288196,Olivera,Usery,1963-02-20,2000-10-26,1999-01-01,Engineer
288263,Navid,Litzler,1957-03-23,2000-07-19,1999-01-01,Staff
288309,Leif,Baca,1958-01-26,2000-03-24,1999-01-01,Staff
288345,Tuval,Lamparter,1955-01-23,2000-02-01,1999-01-01,Senior Staff
288372,Dmitri,Schaar,1960-11-15,2000-07-11,1999-01-01,Senior Staff
288391,Temple,Zongker,1964-10-07,2000-03-21,1999-01-01,Senior Engineer
288605,Jiann,Gewali,1956-03-01,2000-07-15,1999-01-01,Staff
288751,Nevin,Azevdeo,1953-11-22,2000-07-27,1999-01-01,Senior Engineer
288816,Pantung,Penn,1953-11-27,2000-01-30,1999-01-01,Engineer
288921,Irene,Riefers,1954-07-09,2000-01-28,1999-01-01,Staff
288930,Rosine,Tiemann,1953-12-27,2000-04-24,1999-01-01,Technique Leader
289041,Rajmohan,Kriebel,1960-01-20,2000-01-30,2002-01-11,Staff
289153,Shigeichiro,Molenaar,1953-01-30,2000-01-23,1999-01-01,Engineer
289248,Shushma,Loncour,1958-12-18,2000-01-31,2000-08-08,Staff
289274,Gino,Shokrollahi,1964-06-10,2000-01-22,1999-01-01,Staff
289319,Tesuya,Redmiles,1957-11-01,2000-01-28,1999-01-01,Engineer
289431,Shakhar,Krupka,1953-10-02,2000-01-25,2002-05-17,Engineer
289537,Zita,Adachi,1961-03-12,2000-10-05,1999-01-01,Staff
289555,Monique,Fiebach,1962-06-27,2000-03-03,1999-01-01,Engineer
289637,Tayeb,Markovitch,1952-03-31,2000-01-02,1999-01-01,Staff
289653,Stella,Lampe,1955-02-21,2000-04-13,1999-01-01,Staff
289679,Theron,Zuberek,1961-04-30,2000-01-08,1999-01-01,Staff
289718,Guttorm,Fortenbacher,1958-04-22,2000-12-18,1999-01-01,Engineer
289729,Tsutomu,Speer,1956-12-24,2000-01-12,1999-01-01,Staff
289803,Bartek,Bhattacharjee,1961-06-29,2000-01-04,1999-01-01,Engineer
289962,Insup,Babb,1954-11-23,2000-10-08,1999-01-01,Senior Engineer
290015,Lokesh,Katalagarianos,1962-09-11,2000-03-02,1999-01-01,Staff
290218,Subir,Lamparter,1958-09-23,2000-07-20,2002-02-05,Engineer
290308,Sandeepan,Hettesheimer,1964-04-26,2000-01-04,1999-01-01,Engineer
290328,Gaurav,Henseler,1958-02-10,2000-01-25,1999-01-01,Technique Leader
290411,Nimmagadda,England,1963-02-11,2000-01-29,1999-01-01,Staff
290448,Tomokazu,Hofstetter,1961-05-22,2000-06-05,1999-01-01,Senior Staff
290458,Dayanand,Ratnaker,1964-11-25,2000-09-18,1999-01-01,Engineer
290509,Shem,Honiden,1964-08-02,2000-01-21,2000-08-21,Engineer
290637,Marsal,Karner,1959-12-11,2000-01-04,1999-01-01,Staff
290718,Sajjan,Godskesen,1964-11-27,2000-01-23,2002-07-24,Staff
290791,Apostol,Lorie,1956-01-11,2000-01-11,2000-10-29,Staff
290801,Trygve,Piancastelli,1961-12-29,2000-08-09,1999-01-01,Staff
290819,Marjo,Pelc,1957-02-15,2000-07-24,1999-01-01,Staff
290889,Xiadong,Jansen,1964-05-23,2000-08-16,1999-01-01,Engineer
290897,Sachin,Fritzsche,1956-09-06,2000-08-26,1999-01-01,Staff
290935,Thanasis,Pero,1961-08-27,2000-08-13,1999-01-01,Senior Staff
291012,Itzchak,Gladwell,1958-07-08,2000-01-05,2000-07-21,Senior Staff
291097,Yongmao,Huttel,1955-07-18,2000-11-14,1999-01-01,Assistant Engineer
291275,Jasminko,DuCasse,1963-06-24,2000-04-14,1999-01-01,Senior Engineer
291295,Yinlin,Taneja,1954-03-06,2000-01-29,1999-01-01,Senior Staff
291325,Arno,Speckmann,1954-05-26,2000-08-20,1999-01-01,Senior Staff
291449,Goo,Curless,1958-07-05,2000-01-02,1999-01-01,Senior Engineer
291461,Oddvar,Whittlesey,1962-05-20,2000-09-30,1999-01-01,Staff
291471,Nakhoon,Ratnaker,1953-11-30,2000-10-17,2002-02-03,Assistant Engineer
291519,Nakhoon,Conta,1957-01-25,2000-03-04,1999-01-01,Staff
291552,Palash,Porotnikoff,1956-09-02,2000-01-01,1999-01-01,Staff
291578,Moss,Kalorkoti,1959-08-16,2000-04-09,1999-01-01,Staff
291627,Hironobu,Kawashima,1962-02-27,2000-02-03,1999-01-01,Engineer
291664,Slavian,Genther,1960-12-06,2000-01-12,2000-04-22,Staff
291721,Hailing,Schiettecatte,1955-02-01,2000-12-02,1999-01-01,Engineer
291731,Yongdong,Otillio,1964-12-04,2000-06-17,1999-01-01,Staff
291740,Tua,Bratten,1954-07-14,2000-08-05,1999-01-01,Engineer
291822,Moriyoshi,Lorcy,1959-01-16,2000-01-04,2001-08-08,Senior Engineer
291844,Krister,Sridhar,1962-01-19,2000-05-13,1999-01-01,Engineer
291909,Keiichiro,Deverell,1960-08-16,2000-05-13,1999-01-01,Senior Staff
291956,Claude,Veldwijk,1953-05-09,2000-07-20,1999-01-01,Staff
292069,Sarita,Ghemri,1964-01-14,2000-06-16,1999-01-01,Senior Engineer
292150,Heekeun,Joslin,1952-05-04,2000-01-02,1999-01-01,Senior Engineer
292168,Zhonghua,Syrzycki,1954-04-07,2000-01-11,1999-01-01,Staff
292182,Lene,Vecchi,1954-12-26,2000-01-24,1999-01-01,Senior Staff
292211,Margareta,Brizzi,1956-06-19,2000-03-17,1999-01-01,Senior Engineer
292452,Mayuri,Grabner,1954-11-19,2000-01-09,2000-05-11,Engineer
292461,Sedat,Fandrianto,1964-12-19,2000-07-28,1999-01-01,Staff
292497,Wayne,Gurbaxani,1957-02-12,2000-04-19,1999-01-01,Assistant Engineer
292530,Morrie,Birge,1958-04-22,2000-01-04,2002-07-06,Engineer
292696,Gita,Pietrzykowski,1963-01-20,2000-01-04,1999-01-01,Engineer
292731,Abdelwaheb,Jonsson,1963-02-16,2000-01-14,2000-08-16,Engineer
292739,Kiyomitsu,Danlos,1957-01-16,2000-06-09,1999-01-01,Staff
292767,Clyde,Colorni,1959-08-11,2000-01-25,2000-02-18,Staff
292793,Lokesh,Meszaros,1964-11-18,2000-09-22,1999-01-01,Engineer
292814,Byong,Merey,1956-01-24,2000-01-28,1999-01-01,Staff
292821,Reinhard,Nourani,1954-09-10,2000-01-29,1999-01-01,Staff
292827,Unal,Socorro,1956-03-26,2000-01-04,1999-01-01,Staff
292897,Hatsukazu,Mungall,1963-11-02,2000-04-24,1999-01-01,Staff
292926,Yuuichi,Krogh,1960-11-03,2000-02-16,1999-01-01,Staff
293030,Amabile,Suomi,1960-07-16,2000-12-22,2000-12-23,Senior Engineer
293212,Shahab,Lunn,1953-01-07,2000-03-02,1999-01-01,Engineer
293403,Shahid,Versino,1964-07-01,2000-01-04,1999-01-01,Engineer
293468,Harjit,Azevdeo,1953-04-20,2000-07-08,1999-01-01,Senior Engineer
293506,Geoffry,Kading,1957-12-09,2000-08-10,1999-01-01,Engineer
293518,Jingling,Thorensen,1963-11-05,2000-01-28,1999-01-01,Staff
293527,Zeljko,Peris,1962-09-26,2000-01-11,1999-01-01,Technique Leader
293617,Shiv,Smeets,1956-02-21,2000-01-30,1999-01-01,Staff
293643,Boriana,Rosay,1958-05-18,2000-06-03,1999-01-01,Staff
293823,Mack,Gerlach,1958-10-21,2000-10-29,1999-01-01,Staff
293966,Hironobu,Spelt,1961-06-22,2000-04-20,1999-01-01,Engineer
293974,Danel,Schonegge,1953-09-05,2000-10-07,2000-11-17,Assistant Engineer
294035,Yagil,Improta,1953-12-12,2000-03-08,1999-01-01,Engineer
294072,Kwun,Jayawardene,1953-01-25,2000-11-18,1999-01-01,Engineer
294303,Behnaam,Rosenbaum,1954-08-21,2000-06-20,1999-01-01,Staff
294354,Mohit,Herber,1957-06-02,2000-03-05,1999-01-01,Senior Engineer
294415,Douadi,Mamelak,1958-11-20,2000-01-16,2000-11-05,Technique Leader
294420,Nishit,Nanard,1961-02-27,2000-01-10,1999-01-01,Engineer
294466,Yonghoan,Piancastelli,1954-11-11,2000-05-28,1999-01-01,Senior Engineer
294506,Djelloul,Ozery,1953-07-26,2000-01-08,1999-01-01,Engineer
294563,Jeane,Fioravanti,1953-11-26,2000-01-19,1999-01-01,Staff
294606,Zhilian,Perko,1954-05-19,2000-03-23,1999-01-01,Staff
294663,Chaitali,Veldwijk,1958-12-19,2000-01-09,1999-01-01,Staff
294692,Marie,Lakshmanan,1954-05-17,2000-01-14,2000-10-30,Staff
294711,Freyja,Birdsall,1957-09-09,2000-10-04,1999-01-01,Staff
294732,Karlis,Orsini,1960-11-07,2000-01-28,2001-07-04,Technique Leader
294765,Douadi,Melton,1958-05-28,2000-02-21,1999-01-01,Technique Leader
